entry_point,prompt,test_cases,generated_code,all_tests_passed,category
filter_integers,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == []
    assert candidate([4, {}, [], 23.2, 9, 'adasd']) == [4, 9]
    assert candidate([3, 'c', 3, 3, 'a', 'b']) == [3, 3, 3]
","from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    """"""
    return [value for value in values if isinstance(value, int)]


def filter_strings(values: List[Any]) -> List[str]:
    """""" Filter given list of any python values only for strings
    >>> filter_strings(['a', 3.14, 5])
    >>> filter_strings([1, 2, 3, 'abc', {}, []])
    """"""
    return [value for value in values if isinstance(value, str)]


def filter_dicts(values: List[Any]) -> List[dict]:
    """""" Filter given list of any python values only for dictionaries
    >>> filter_dicts(['a', 3.14, 5])
    >>> filter_dicts([1, 2, 3, 'abc', {}, []])
    """"""
    return [value for value in values if isinstance(value, dict)]


def filter_lists(values: List[Any]) -> List[list]:
    """""" Filter given list of any python values only for lists
    >>> filter_lists(['a', 3.14, 5])
    >>> filter_lists([1, 2, 3, 'abc', {}, []])
    """"""
    return [value for value in values if isinstance(value, list)]


def filter_tuples(values: List[Any]) -> List[tuple]:
    """""" Filter given list of any python values only for tuples
    >>> filter_tuples(['a', 3.14, 5])
    >>> filter_tuples([1, 2, 3, 'abc', {}, []])
    """"""
    return [value for value in values if isinstance(value, tuple)]


def filter_sets(values: List[Any]) -> List[set]:
    """""" Filter given list of any python values only for sets
    >>> filter_sets(['a', 3.14, 5])
    >>> filter_sets([1, 2, 3, 'abc', {}, []])
    """"""
    return [value for value in values if isinstance(value, set)]


def filter_floats(values: List[Any]) -> List[float]:
   ",Error,ListArray
strlen,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    >>> strlen('abc')
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('') == 0
    assert candidate('x') == 1
    assert candidate('asdasnakj') == 9
","

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    >>> strlen('abc')
    """"""
    return len(string)


def strcmp(str1: str, str2: str) -> bool:
    """""" Compare two strings
    >>> strcmp('abc', 'abc')
    """"""
    return str1 == str2


def strncmp(str1: str, str2: str, n: int) -> bool:
    """""" Compare two strings up to n characters
    >>> strncmp('abc', 'abd', 2)
    """"""
    return str1[:n] == str2[:n]


def strchr(string: str, char: str) -> int:
    """""" Return index of first occurrence of char in string
    >>> strchr('abc', 'b')
    """"""
    return string.find(char)


def strrchr(string: str, char: str) -> int:
    """""" Return index of last occurrence of char in string
    >>> strrchr('abcabc', 'b')
    """"""
    return string.rfind(char)


def strstr(haystack: str, needle: str) -> int:
    """""" Return index of first occurrence of needle in haystack
    >>> strstr('abcabc', 'bc')
    """"""
    return haystack.find(needle)


def strpbrk(string: str, chars: str) -> int:
    """""" Return index of first occurrence of any char in chars in string
    >>> strpbrk('abc', 'bd')
    """"""
    for i, char in enumerate(string):
        if char in chars:
            return i
    return -1


def strspn(string: str, chars: str) -> int:
    """""" Return length of initial segment of string consisting only of chars
    >>> strspn('abc', 'bd')
    """"""
    for i, char in enumerate(string):
        if char not in chars:
            return i
    return len(string)


def strcspn(string: str, chars: str) -> int:
    """""" Return length of initial segment of string not consisting of chars
    >>> strcspn",Error,String
largest_divisor,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate(3) == 1
    assert candidate(7) == 1
    assert candidate(10) == 5
    assert candidate(100) == 50
    assert candidate(49) == 7
","

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    """"""
    for i in range(n-1, 0, -1):
        if n % i == 0:
            return i


def smallest_multiple(n: int) -> int:
    """""" For a given number n, find the smallest number that is a multiple of n, greater than n
    >>> smallest_multiple(15)
    """"""
    for i in range(n+1, n*n):
        if i % n == 0:
            return i


def is_prime(n: int) -> bool:
    """""" Check if a number n is prime
    >>> is_prime(15)
    """"""
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True


def prime_factors(n: int) -> list:
    """""" Find all prime factors of a number n
    >>> prime_factors(15)
    """"""
    factors = []
    i = 2
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n > 1:
        factors.append(n)
    return factors


def is_palindrome(n: int) -> bool:
    """""" Check if a number n is a palindrome
    >>> is_palindrome(15)
    """"""
    return str(n) == str(n)[::-1]


def is_pandigital(n: int, length: int) -> bool:
    """""" Check if a number n is pandigital (contains all digits from 1 to length)
    >>> is_pandigital(15, 3)
    """"""
    return sorted(str(n)) == [str(i) for i in range(1, length+1)]


def is_permutation(n: int, m: int) -> bool:
    """""" Check if two numbers n and m are permutations of each other
    >>> is_permutation(15, ",Error,Math
factorize,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    >>> factorize(25)
    >>> factorize(70)
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate(2) == [2]
    assert candidate(4) == [2, 2]
    assert candidate(8) == [2, 2, 2]
    assert candidate(3 * 19) == [3, 19]
    assert candidate(3 * 19 * 3 * 19) == [3, 3, 19, 19]
    assert candidate(3 * 19 * 3 * 19 * 3 * 19) == [3, 3, 3, 19, 19, 19]
    assert candidate(3 * 19 * 19 * 19) == [3, 19, 19, 19]
    assert candidate(3 * 2 * 3) == [2, 3, 3]
","from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    >>> factorize(25)
    >>> factorize(70)
    """"""
    factors = []
    divisor = 2
    while n > 1:
        if n % divisor == 0:
            factors.append(divisor)
            n //= divisor
        else:
            divisor += 1
    return factors


if __name__ == ""__main__"":
    import doctest
    doctest.testmod()",Passed,Math
remove_duplicates,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == []
    assert candidate([1, 2, 3, 4]) == [1, 2, 3, 4]
    assert candidate([1, 2, 3, 2, 4, 3, 5]) == [1, 4, 5]
","from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    """"""
    unique_numbers = []
    seen = set()

    for num in numbers:
        if num not in seen:
            unique_numbers.append(num)
            seen.add(num)

    return unique_numbers


if __name__ == ""__main__"":
    import doctest

    doctest.testmod()",Failed,ListArray
flip_case,"

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('') == ''
    assert candidate('Hello!') == 'hELLO!'
    assert candidate('These violent delights have violent ends') == 'tHESE VIOLENT DELIGHTS HAVE VIOLENT ENDS'
","

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    """"""
    return ''.join(c.lower() if c.isupper() else c.upper() for c in string)


def main():
    print(flip_case('Hello'))


if __name__ == '__main__':
    main()",Passed,String
concatenate,"from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    >>> concatenate(['a', 'b', 'c'])
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == ''
    assert candidate(['x', 'y', 'z']) == 'xyz'
    assert candidate(['x', 'y', 'z', 'w', 'k']) == 'xyzwk'
","from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    >>> concatenate(['a', 'b', 'c'])
    """"""
    return """".join(strings)


def reverse(string: str) -> str:
    """""" Reverse a string
    >>> reverse('')
    >>> reverse('abc')
    """"""
    return string[::-1]


def is_palindrome(string: str) -> bool:
    """""" Check if a string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('a')
    True
    >>> is_palindrome('aa')
    True
    >>> is_palindrome('ab')
    False
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('abba')
    True
    >>> is_palindrome('abcba')
    True
    >>> is_palindrome('abccba')
    True
    >>> is_palindrome('abcdcba')
    True
    >>> is_palindrome('abcdefg')
    False
    """"""
    return string == string[::-1]


def is_palindrome_recursive(string: str) -> bool:
    """""" Check if a string is a palindrome recursively
    >>> is_palindrome_recursive('')
    True
    >>> is_palindrome_recursive('a')
    True
    >>> is_palindrome_recursive('aa')
    True
    >>> is_palindrome_recursive('ab')
    False
    >>> is_palindrome_recursive('aba')
    True
    >>> is_palindrome_recursive('abba')
    True
    >>> is_palindrome_recursive('abcba')
    True
    >>> is_palindrome_recursive('abccba')
    True
    >>> is_palindrome_recursive('abcdcba')
    True
    >>> is_palindrome_recursive('abcdefg')
    False
    """"""
    if len(string) < 2:
        return True
    if string[0]!= string[-1]:
        return False
    return is_palind",Passed,String
filter_by_prefix,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    """"""
","

METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
","from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    """"""
    return [s for s in strings if s.startswith(prefix)]


def filter_by_suffix(strings: List[str], suffix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that end with a given suffix.
    >>> filter_by_suffix([], 'a')
    >>> filter_by_suffix(['abc', 'bcd', 'cde', 'array'], 'a')
    """"""
    return [s for s in strings if s.endswith(suffix)]


def filter_by_length(strings: List[str], length: int) -> List[str]:
    """""" Filter an input list of strings only for ones that have a given length.
    >>> filter_by_length([], 1)
    >>> filter_by_length(['abc', 'bcd', 'cde', 'array'], 3)
    """"""
    return [s for s in strings if len(s) == length]


def filter_by_pattern(strings: List[str], pattern: str) -> List[str]:
    """""" Filter an input list of strings only for ones that match a given pattern.
    >>> filter_by_pattern([], 'a')
    >>> filter_by_pattern(['abc', 'bcd', 'cde', 'array'], 'a*')
    """"""
    return [s for s in strings if len(s) == len(pattern) and all(s[i] == pattern[i] or pattern[i] == '*' for i in range(len(s)))]


def filter_by_contains(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain a given substring.
    >>> filter_by_contains([], 'a')
    >>> filter_by_contains(['abc', 'bcd', 'cde', 'array'], 'a')
    """"""
    return [s for s in strings if substring in s]


def filter_by_unique_chars(strings: List[str]) -> List[str]:
    """""" Filter an input list of strings only for ones that contain unique characters.
    >>> filter_",Error,String
get_positive,"

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
","

METADATA = {}


def check(candidate):
    assert candidate([-1, -2, 4, 5, 6]) == [4, 5, 6]
    assert candidate([5, 3, -5, 2, 3, 3, 9, 0, 123, 1, -10]) == [5, 3, 2, 3, 3, 9, 123, 1]
    assert candidate([-1, -2]) == []
    assert candidate([]) == []

","

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
    return [num for num in l if num > 0]


def get_even(l: list):
    """"""Return only even numbers in the list.
    >>> get_even([1, 2, 3, 4, 5])
    >>> get_even([5, 3, 5, 2, 3, 3, 9, 0, 123, 1, 10])
    """"""
    return [num for num in l if num % 2 == 0]


def get_odd(l: list):
    """"""Return only odd numbers in the list.
    >>> get_odd([1, 2, 3, 4, 5])
    >>> get_odd([5, 3, 5, 2, 3, 3, 9, 0, 123, 1, 10])
    """"""
    return [num for num in l if num % 2!= 0]


def get_palindromes(l: list):
    """"""Return only palindromes in the list.
    >>> get_palindromes([121, 232, 343, 454, 565])
    >>> get_palindromes([5, 3, 5, 2, 3, 3, 9, 0, 123, 1, 10])
    """"""
    return [num for num in l if str(num) == str(num)[::-1]]


def get_primes(l: list):
    """"""Return only prime numbers in the list.
    >>> get_primes([1, 2, 3, 4, 5])
    >>> get_primes([5, 3, 5, 2, 3, 3, 9, 0, 123, 1, 10])
    """"""
    return [num for num in l if is_prime(num)]


def is_prime(num: int):
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
",Error,ListArray
is_prime,"

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    >>> is_prime(101)
    >>> is_prime(11)
    >>> is_prime(13441)
    >>> is_prime(61)
    >>> is_prime(4)
    >>> is_prime(1)
    """"""
","

METADATA = {}


def check(candidate):
    assert candidate(6) == False
    assert candidate(101) == True
    assert candidate(11) == True
    assert candidate(13441) == True
    assert candidate(61) == True
    assert candidate(4) == False
    assert candidate(1) == False
    assert candidate(5) == True
    assert candidate(11) == True
    assert candidate(17) == True
    assert candidate(5 * 17) == False
    assert candidate(11 * 7) == False
    assert candidate(13441 * 19) == False

","

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    >>> is_prime(101)
    >>> is_prime(11)
    >>> is_prime(13441)
    >>> is_prime(61)
    >>> is_prime(4)
    >>> is_prime(1)
    """"""
    if n < 2:
        return False
    if n == 2:
        return True
    if n % 2 == 0:
        return False
    for i in range(3, int(n**0.5) + 1, 2):
        if n % i == 0:
            return False
    return True


def is_palindrome(s):
    """"""Return true if a given string is a palindrome, and false otherwise.
    >>> is_palindrome(""racecar"")
    >>> is_palindrome(""hello"")
    >>> is_palindrome(""madam"")
    >>> is_palindrome(""a"")
    >>> is_palindrome("""")
    """"""
    return s == s[::-1]


def is_anagram(s1, s2):
    """"""Return true if two strings are anagrams of each other, and false otherwise.
    >>> is_anagram(""listen"", ""silent"")
    >>> is_anagram(""hello"", ""world"")
    >>> is_anagram(""debit card"", ""bad credit"")
    >>> is_anagram(""python"", ""java"")
    >>> is_anagram(""silent"", ""listen"")
    """"""
    return sorted(s1.replace("" "", """")) == sorted(s2.replace("" "", """"))


def is_pangram(s):
    """"""Return true if a given string is a pangram, and false otherwise.
    >>> is_pangram(""The quick brown fox jumps over the lazy dog"")
    >>> is_pangram(""Pack my box with five dozen liquor jugs"")
    >>> is_pangram(""Hello, world!"")
    >>> is_pangram(""abcdefghijklmnopqrstuvwxyz"")
    >>> is_pangram("""")
    """"""
    return set(s.lower()) >= set(""abcdefghijklmnopqrstuvwxyz"")


def is_perfect_square(n):
    """"""Return true if a given number is a perfect square, and false otherwise.
    >>> is_perfect_square(16)
    >>> is_perfect_square(14",Error,Math
find_zero,"import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    """"""
","

METADATA = {}


def check(candidate):
    import math
    import random
    rng = random.Random(42)
    import copy
    for _ in range(100):
        ncoeff = 2 * rng.randint(1, 4)
        coeffs = []
        for _ in range(ncoeff):
            coeff = rng.randint(-10, 10)
            if coeff == 0:
                coeff = 1
            coeffs.append(coeff)
        solution = candidate(copy.deepcopy(coeffs))
        assert math.fabs(poly(coeffs, solution)) < 1e-4

","import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    """"""
    assert len(xs) % 2 == 0, ""xs must have even number of coefficients""
    assert xs[-1]!= 0, ""largest coefficient must not be zero""
    return math.pow(-xs[-2] / (2 * xs[-3]), 1 / len(xs))


if __name__ == ""__main__"":
    import doctest

    doctest.testmod()",Error,Math
sort_third,"

def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    """"""
","

METADATA = {}


def check(candidate):
    assert tuple(candidate([1, 2, 3])) == tuple(sort_third([1, 2, 3]))
    assert tuple(candidate([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])) == tuple(sort_third([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10]))
    assert tuple(candidate([5, 8, -12, 4, 23, 2, 3, 11, 12, -10])) == tuple(sort_third([5, 8, -12, 4, 23, 2, 3, 11, 12, -10]))
    assert tuple(candidate([5, 6, 3, 4, 8, 9, 2])) == tuple([2, 6, 3, 4, 8, 9, 5])
    assert tuple(candidate([5, 8, 3, 4, 6, 9, 2])) == tuple([2, 8, 3, 4, 6, 9, 5])
    assert tuple(candidate([5, 6, 9, 4, 8, 3, 2])) == tuple([2, 6, 9, 4, 8, 3, 5])
    assert tuple(candidate([5, 6, 3, 4, 8, 9, 2, 1])) == tuple([2, 6, 3, 4, 8, 9, 5, 1])

","

def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    """"""
    l_copy = l.copy()
    l_copy.sort()
    for i in range(len(l)):
        if i % 3 == 0:
            l[i] = l_copy[i]
    return l


if __name__ == ""__main__"":
    import doctest
    doctest.testmod()",Failed,ListArray
unique,"

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    """"""
","

METADATA = {}


def check(candidate):
    assert candidate([5, 3, 5, 2, 3, 3, 9, 0, 123]) == [0, 2, 3, 5, 9, 123]

","

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    """"""
    return sorted(set(l))


def unique_in_order(l: list):
    """"""Return unique elements in order
    >>> unique_in_order([5, 3, 5, 2, 3, 3, 9, 0, 123])
    """"""
    return [x for i, x in enumerate(l) if i == 0 or x!= l[i - 1]]


def unique_in_order_with_count(l: list):
    """"""Return unique elements in order with count
    >>> unique_in_order_with_count([5, 3, 5, 2, 3, 3, 9, 0, 123])
    """"""
    return [(x, l.count(x)) for x in set(l) if l.count(x) > 1]


def unique_in_order_with_count_and_index(l: list):
    """"""Return unique elements in order with count and index
    >>> unique_in_order_with_count_and_index([5, 3, 5, 2, 3, 3, 9, 0, 123])
    """"""
    return [(x, l.count(x), l.index(x)) for x in set(l) if l.count(x) > 1]


def unique_in_order_with_count_and_index_and_last_index(l: list):
    """"""Return unique elements in order with count and index and last index
    >>> unique_in_order_with_count_and_index_and_last_index([5, 3, 5, 2, 3, 3, 9, 0, 123])
    """"""
    return [(x, l.count(x), l.index(x), l.index(x) + l.count(x) - 1) for x in set(l) if l.count(x) > 1]


def unique_in_order_with_count_and_index_and_last_index_and_range(l: list):
    """"""Return unique elements in order with count",Error,ListArray
max_element,"

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
","

METADATA = {}


def check(candidate):
    assert candidate([1, 2, 3]) == 3
    assert candidate([5, 3, -5, 2, -3, 3, 9, 0, 124, 1, -10]) == 124
","

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
    return max(l)


def min_element(l: list):
    """"""Return minimum element in the list.
    >>> min_element([1, 2, 3])
    >>> min_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
    return min(l)


def sum_elements(l: list):
    """"""Return sum of elements in the list.
    >>> sum_elements([1, 2, 3])
    >>> sum_elements([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
    return sum(l)


def product_elements(l: list):
    """"""Return product of elements in the list.
    >>> product_elements([1, 2, 3])
    >>> product_elements([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
    product = 1
    for element in l:
        product *= element
    return product


def reverse_list(l: list):
    """"""Return reversed list.
    >>> reverse_list([1, 2, 3])
    >>> reverse_list([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
    return l[::-1]


def sort_list(l: list):
    """"""Return sorted list.
    >>> sort_list([1, 2, 3])
    >>> sort_list([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    """"""
    return sorted(l)


def remove_duplicates(l: list):
    """"""Return list without duplicates.
    >>> remove_duplicates([1, 2, 3])
    >>> remove_duplic",Error,ListArray
fizz_buzz,"

def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    >>> fizz_buzz(78)
    >>> fizz_buzz(79)
    """"""
","

METADATA = {}


def check(candidate):
    assert candidate(50) == 0
    assert candidate(78) == 2
    assert candidate(79) == 3
    assert candidate(100) == 3
    assert candidate(200) == 6
    assert candidate(4000) == 192
    assert candidate(10000) == 639
    assert candidate(100000) == 8026

","

def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    >>> fizz_buzz(78)
    >>> fizz_buzz(79)
    """"""
    count = 0
    for i in range(n):
        if i % 11 == 0 or i % 13 == 0:
            count += str(i).count('7')
    return count


if __name__ == ""__main__"":
    import doctest
    doctest.testmod()",Passed,Math
sort_even,"

def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    >>> sort_even([5, 6, 3, 4])
    """"""
","

METADATA = {}


def check(candidate):
    assert tuple(candidate([1, 2, 3])) == tuple([1, 2, 3])
    assert tuple(candidate([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])) == tuple([-10, 3, -5, 2, -3, 3, 5, 0, 9, 1, 123])
    assert tuple(candidate([5, 8, -12, 4, 23, 2, 3, 11, 12, -10])) == tuple([-12, 8, 3, 4, 5, 2, 12, 11, 23, -10])

","

def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    >>> sort_even([5, 6, 3, 4])
    """"""
    return [l[i] if i % 2!= 0 else sorted(l)[i//2] for i in range(len(l))]


def sort_even_2(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even_2([1, 2, 3])
    >>> sort_even_2([5, 6, 3, 4])
    """"""
    sorted_even = sorted(l[i] for i in range(len(l)) if i % 2 == 0)
    return [sorted_even.pop(0) if i % 2 == 0 else l[i] for i in range(len(l))]


def sort_even_3(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even_3([1, 2, 3])
    >>> sort_even_3([5, 6, 3, 4])
    """"""
    sorted_even = sorted(l[i] for i in range(len(l)) if i % 2 == 0)
    return [sorted_even.pop(0) if i % 2 == 0 else l[i] for i in range(len(l))]


def sort_even_4(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even_4([1, 2, 3])
    >>> sort_even_4([5, 6, 3, 4])
    """"""
    sorted_even = sorted(l[i] for i in range(",Error,ListArray
